c1_NODE_HASH, c1_NODE_TEXT, c2_NODE_HASH, c2_NODE_TEXT, c3_NODE_HASH, c3_NODE_TEXT, r1_EDGE_DEDUPLICATION_HASH, r2_EDGE_DEDUPLICATION_HASH, r3_EDGE_DEDUPLICATION_HASH,
1032542610," ""food intake""",3713476767," ""satiety""",2067271236," ""leptin""",3151791593,324989130,556176333,
778694809," ""the placenta""",2307464057," ""estrogen""",2067271236," ""leptin""",2647441380,322077670,1315455767,
2125705574," ""androgen""",2307464057," ""estrogen""",2067271236," ""leptin""",4225400615,322077670,2442098626,
761929756," ""insulin""",1609262649," ""hyperinsulinemia""",2067271236," ""leptin""",1147606092,1041208176,368945099,
1831551960," ""fructose""",1609262649," ""hyperinsulinemia""",2067271236," ""leptin""",3764433969,1041208176,2300031502,
3222774272," ""IL-6""",2563688730," ""plasma""",2067271236," ""leptin""",2455888921,3209305587,159586930,
761929756," ""insulin""",209558823," ""secretion""",2067271236," ""leptin""",1716016846,3510022104,368945099,
761929756," ""insulin""",209558823," ""secretion""",2067271236," ""leptin""",1806730393,3510022104,368945099,
3222774272," ""IL-6""",209558823," ""secretion""",2067271236," ""leptin""",2099032903,3510022104,159586930,
1299984585," ""STAT3""",3329442556," ""SOCS3""",2067271236," ""leptin""",3101159102,3628837021,1957655296,
2672087149," ""diet""",3329442556," ""SOCS3""",2067271236," ""leptin""",1149780100,3628837021,1925486806,
1322670247," ""high-fat diet""",682318805," ""obesity""",2067271236," ""leptin""",2825227327,1219352405,3347936429,
1322670247," ""high-fat diet""",682318805," ""obesity""",2067271236," ""leptin""",3060210782,1219352405,3347936429,
1493648082," ""MSG""",682318805," ""obesity""",2067271236," ""leptin""",1901682841,1219352405,1607248696,
2672087149," ""diet""",682318805," ""obesity""",2067271236," ""leptin""",4227337044,1219352405,1925486806,
2672087149," ""diet""",682318805," ""obesity""",2067271236," ""leptin""",1160168306,1219352405,1925486806,
1032542610," ""food intake""",682318805," ""obesity""",2067271236," ""leptin""",1055065279,1219352405,556176333,
761929756," ""insulin""",682318805," ""obesity""",2067271236," ""leptin""",1127646831,1219352405,368945099,
761929756," ""insulin""",682318805," ""obesity""",2067271236," ""leptin""",319363757,1219352405,368945099,
3222774272," ""IL-6""",682318805," ""obesity""",2067271236," ""leptin""",546027645,1219352405,159586930,
1299984585," ""STAT3""",3329442556," ""SOCS3""",2067271236," ""leptin""",3101159102,2776461682,1957655296,
2672087149," ""diet""",3329442556," ""SOCS3""",2067271236," ""leptin""",1149780100,2776461682,1925486806,
1032542610," ""food intake""",2672087149," ""diet""",2067271236," ""leptin""",3010221221,518369178,556176333,
761929756," ""insulin""",2672087149," ""diet""",2067271236," ""leptin""",2319511567,518369178,368945099,
761929756," ""insulin""",1509391698," ""adipocytes""",2067271236," ""leptin""",1266237838,1701043661,368945099,
761929756," ""insulin""",1509391698," ""adipocytes""",2067271236," ""leptin""",1150217670,1701043661,368945099,
1299984585," ""STAT3""",2012021972," ""cytokine""",2067271236," ""leptin""",1889367831,970415285,1957655296,
3028660516," ""molecules""",2012021972," ""cytokine""",2067271236," ""leptin""",609141998,970415285,789881199,
3028660516," ""molecules""",2012021972," ""cytokine""",2067271236," ""leptin""",4545818,970415285,789881199,
4023015777," ""GCs""",2012021972," ""cytokine""",2067271236," ""leptin""",408331695,970415285,3277206477,
3026636248," ""feedback""",2012021972," ""cytokine""",2067271236," ""leptin""",3987038649,970415285,1610654648,
3222774272," ""IL-6""",2012021972," ""cytokine""",2067271236," ""leptin""",1257519610,970415285,159586930,
3394462076," ""antigen""",2012021972," ""cytokine""",2067271236," ""leptin""",431213868,970415285,75819644,
3028660516," ""molecules""",2660304014," ""TNF-alpha""",2067271236," ""leptin""",1596457786,3331976060,789881199,
761929756," ""insulin""",2660304014," ""TNF-alpha""",2067271236," ""leptin""",7970785,3331976060,368945099,
3222774272," ""IL-6""",2660304014," ""TNF-alpha""",2067271236," ""leptin""",3506170589,3331976060,159586930,
761929756," ""insulin""",3087657453," ""insulin sensitivity""",2067271236," ""leptin""",3489610338,4121127715,368945099,
761929756," ""insulin""",3087657453," ""insulin sensitivity""",2067271236," ""leptin""",2889479000,4121127715,368945099,
3222774272," ""IL-6""",246470201," ""adiponectin""",2067271236," ""leptin""",2870876828,1188613387,159586930,
3028660516," ""molecules""",3756075650," ""transduction""",2067271236," ""leptin""",3023090418,2668058666,789881199,
1046197690," ""mTOR""",3756075650," ""transduction""",2067271236," ""leptin""",70988366,2668058666,1488281792,
761929756," ""insulin""",3756075650," ""transduction""",2067271236," ""leptin""",1544949691,2668058666,368945099,
761929756," ""insulin""",3756075650," ""transduction""",2067271236," ""leptin""",1317648525,2668058666,368945099,
3222774272," ""IL-6""",3756075650," ""transduction""",2067271236," ""leptin""",3821191604,2668058666,159586930,
761929756," ""insulin""",902412751," ""adipose tissue""",2067271236," ""leptin""",61818986,2187369550,368945099,
761929756," ""insulin""",902412751," ""adipose tissue""",2067271236," ""leptin""",2867694540,2187369550,368945099,
3222774272," ""IL-6""",902412751," ""adipose tissue""",2067271236," ""leptin""",37183205,2187369550,159586930,
1322670247," ""high-fat diet""",761929756," ""insulin""",2067271236," ""leptin""",2700005560,4165793478,3347936429,
1322670247," ""high-fat diet""",761929756," ""insulin""",2067271236," ""leptin""",514068094,4165793478,3347936429,
1809884129," ""triglycerides""",761929756," ""insulin""",2067271236," ""leptin""",3730846063,4165793478,281183306,
4023015777," ""GCs""",761929756," ""insulin""",2067271236," ""leptin""",3919656280,4165793478,3277206477,
1046197690," ""mTOR""",761929756," ""insulin""",2067271236," ""leptin""",2864753542,4165793478,1488281792,
1046197690," ""mTOR""",761929756," ""insulin""",2067271236," ""leptin""",4210818353,4165793478,1488281792,
2672087149," ""diet""",761929756," ""insulin""",2067271236," ""leptin""",782841061,4165793478,1925486806,
2672087149," ""diet""",761929756," ""insulin""",2067271236," ""leptin""",2482802295,4165793478,1925486806,
1032542610," ""food intake""",761929756," ""insulin""",2067271236," ""leptin""",2077257107,4165793478,556176333,
2954529351," ""serum""",761929756," ""insulin""",2067271236," ""leptin""",3673770253,4165793478,4235961822,
3222774272," ""IL-6""",761929756," ""insulin""",2067271236," ""leptin""",1395680648,4165793478,159586930,
3222774272," ""IL-6""",761929756," ""insulin""",2067271236," ""leptin""",845309585,4165793478,159586930,
1831551960," ""fructose""",761929756," ""insulin""",2067271236," ""leptin""",3112375123,4165793478,2300031502,
1689533948," ""adiposity""",761929756," ""insulin""",2067271236," ""leptin""",150909413,4165793478,797828996,
1689533948," ""adiposity""",761929756," ""insulin""",2067271236," ""leptin""",3710591396,4165793478,797828996,
1322670247," ""high-fat diet""",682318805," ""obesity""",2067271236," ""leptin""",2825227327,202807250,3347936429,
1322670247," ""high-fat diet""",682318805," ""obesity""",2067271236," ""leptin""",3060210782,202807250,3347936429,
1493648082," ""MSG""",682318805," ""obesity""",2067271236," ""leptin""",1901682841,202807250,1607248696,
2672087149," ""diet""",682318805," ""obesity""",2067271236," ""leptin""",4227337044,202807250,1925486806,
2672087149," ""diet""",682318805," ""obesity""",2067271236," ""leptin""",1160168306,202807250,1925486806,
1032542610," ""food intake""",682318805," ""obesity""",2067271236," ""leptin""",1055065279,202807250,556176333,
761929756," ""insulin""",682318805," ""obesity""",2067271236," ""leptin""",1127646831,202807250,368945099,
761929756," ""insulin""",682318805," ""obesity""",2067271236," ""leptin""",319363757,202807250,368945099,
3222774272," ""IL-6""",682318805," ""obesity""",2067271236," ""leptin""",546027645,202807250,159586930,
918590660," ""adipogenesis""",863695284," ""cascade""",2067271236," ""leptin""",2960107980,3981974701,2261235182,
3028660516," ""molecules""",863695284," ""cascade""",2067271236," ""leptin""",880738093,3981974701,789881199,
3028660516," ""molecules""",863695284," ""cascade""",2067271236," ""leptin""",700752805,3981974701,789881199,
1046197690," ""mTOR""",863695284," ""cascade""",2067271236," ""leptin""",4079048194,3981974701,1488281792,
761929756," ""insulin""",863695284," ""cascade""",2067271236," ""leptin""",2963202227,3981974701,368945099,
3222774272," ""IL-6""",863695284," ""cascade""",2067271236," ""leptin""",2042714631,3981974701,159586930,
1892355870," ""depolarization""",2390912581," ""GABA""",4050044465," ""Cl""",3960221633,32418330,2555752896,
2029809443," ""forskolin""",662603370," ""cAMP""",4050044465," ""Cl""",432082827,522170213,856533327,
2029809443," ""forskolin""",662603370," ""cAMP""",4050044465," ""Cl""",2120486100,522170213,856533327,
730608345," ""hypoxia""",400486952," ""Notch""",2578844118," ""MYC""",3681995542,2899220963,1979509366,
406830169," ""inflammation""",2308934903," ""iron""",2888778575," ""neurotoxicity""",661821364,3492704054,3110156226,
2414406877," ""free radicals""",2308934903," ""iron""",2888778575," ""neurotoxicity""",2203089331,3492704054,1628258202,
1766416854," ""zinc""",2932121370," ""action""",2888778575," ""neurotoxicity""",1738677138,4241018367,2572361613,
2151100849," ""astrocytes""",2660304014," ""TNF-alpha""",2888778575," ""neurotoxicity""",3973076345,2700022255,1006328311,
922389224," ""radiation""",2660304014," ""TNF-alpha""",2888778575," ""neurotoxicity""",608034643,2700022255,3064375559,
1818541276," ""LPS""",2660304014," ""TNF-alpha""",2888778575," ""neurotoxicity""",795995544,2700022255,1121839198,
1818541276," ""LPS""",2660304014," ""TNF-alpha""",2888778575," ""neurotoxicity""",1439451915,2700022255,1121839198,
1431174026," ""microglia""",2660304014," ""TNF-alpha""",2888778575," ""neurotoxicity""",657380393,2700022255,651322045,
3188222503," ""mercury""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",218885003,3272908244,1415615020,
922389224," ""radiation""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",1489341426,3272908244,3064375559,
1818541276," ""LPS""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",172775760,3272908244,1121839198,
3475798116," ""autophagy""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",3273814224,3272908244,616621828,
1766416854," ""zinc""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",1939158201,3272908244,2572361613,
1127383957," ""metal""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",3423844667,3272908244,4269442984,
3226444340," ""heavy metals""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",2095274141,3272908244,1527173176,
406830169," ""inflammation""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",2767906249,3272908244,3110156226,
1427519204," ""vitamin E""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",3122800239,3272908244,1842999223,
1042929250," ""alcohol""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",3483277940,3272908244,2194536476,
347757419," ""rotenone""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",3135958187,3272908244,914291673,
1431174026," ""microglia""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",1203714851,3272908244,651322045,
2414406877," ""free radicals""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",1981697956,3272908244,1628258202,
2414406877," ""free radicals""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",4142639763,3272908244,1628258202,
3643345167," ""Cd""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",2992222379,3272908244,2834703111,
2846012872," ""air pollution""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",4106579973,3272908244,3748797762,
3396916608," ""NMDA""",226514923," ""NMDA receptor""",2888778575," ""neurotoxicity""",2946782402,792857939,899066313,
2501198793," ""ketamine""",226514923," ""NMDA receptor""",2888778575," ""neurotoxicity""",383673826,792857939,3250483757,
3396916608," ""NMDA""",226514923," ""NMDA receptor""",2888778575," ""neurotoxicity""",2946782402,792857939,274790723,
1588587528," ""glutamate""",226514923," ""NMDA receptor""",2888778575," ""neurotoxicity""",2112898090,792857939,437024921,
1042929250," ""alcohol""",226514923," ""NMDA receptor""",2888778575," ""neurotoxicity""",1269733692,792857939,2194536476,
1588587528," ""glutamate""",3501663684," ""caspase-3""",2888778575," ""neurotoxicity""",3673702829,2925975459,437024921,
3368562922," ""propofol""",3501663684," ""caspase-3""",2888778575," ""neurotoxicity""",3262557923,2925975459,2322297938,
1064480999," ""isoflurane""",3501663684," ""caspase-3""",2888778575," ""neurotoxicity""",4236398599,2925975459,2804859124,
1064480999," ""isoflurane""",3501663684," ""caspase-3""",2888778575," ""neurotoxicity""",316419889,2925975459,2804859124,
3188222503," ""mercury""",52061194," ""lipid peroxidation""",2888778575," ""neurotoxicity""",3562999967,2316502705,1415615020,
1766416854," ""zinc""",52061194," ""lipid peroxidation""",2888778575," ""neurotoxicity""",3140205640,2316502705,2572361613,
406830169," ""inflammation""",52061194," ""lipid peroxidation""",2888778575," ""neurotoxicity""",1481427185,2316502705,3110156226,
1427519204," ""vitamin E""",52061194," ""lipid peroxidation""",2888778575," ""neurotoxicity""",383969928,2316502705,1842999223,
2414406877," ""free radicals""",52061194," ""lipid peroxidation""",2888778575," ""neurotoxicity""",2387521805,2316502705,1628258202,
2151100849," ""astrocytes""",730526948," ""nitric oxide""",2888778575," ""neurotoxicity""",1472629544,4202822450,1006328311,
1818541276," ""LPS""",730526948," ""nitric oxide""",2888778575," ""neurotoxicity""",671802278,4202822450,1121839198,
1818541276," ""LPS""",730526948," ""nitric oxide""",2888778575," ""neurotoxicity""",730704951,4202822450,1121839198,
1431174026," ""microglia""",730526948," ""nitric oxide""",2888778575," ""neurotoxicity""",2633915548,4202822450,651322045,
2151100849," ""astrocytes""",667535708," ""Abeta""",2888778575," ""neurotoxicity""",2074969922,3225381368,1006328311,
2151100849," ""astrocytes""",667535708," ""Abeta""",2888778575," ""neurotoxicity""",3283358826,3225381368,1006328311,
4020640834," ""NMDAR""",667535708," ""Abeta""",2888778575," ""neurotoxicity""",3083379389,3225381368,3924784717,
2813379296," ""Pb""",667535708," ""Abeta""",2888778575," ""neurotoxicity""",3489951116,3225381368,4047310540,
3475798116," ""autophagy""",667535708," ""Abeta""",2888778575," ""neurotoxicity""",3325327087,3225381368,616621828,
278756526," ""amyloid""",667535708," ""Abeta""",2888778575," ""neurotoxicity""",4166584829,3225381368,2012053068,
1431174026," ""microglia""",667535708," ""Abeta""",2888778575," ""neurotoxicity""",24385880,3225381368,651322045,
1431174026," ""microglia""",667535708," ""Abeta""",2888778575," ""neurotoxicity""",1699074865,3225381368,651322045,
1431174026," ""microglia""",206498674," ""Tat""",2888778575," ""neurotoxicity""",519996276,159116812,651322045,
3255635864," ""receptor""",3666207389," ""drugs""",2888778575," ""neurotoxicity""",45898161,3016974155,4123069979,
3188222503," ""mercury""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",218885003,2409343424,1415615020,
922389224," ""radiation""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",1489341426,2409343424,3064375559,
1818541276," ""LPS""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",172775760,2409343424,1121839198,
3475798116," ""autophagy""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",3273814224,2409343424,616621828,
1766416854," ""zinc""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",1939158201,2409343424,2572361613,
1127383957," ""metal""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",3423844667,2409343424,4269442984,
3226444340," ""heavy metals""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",2095274141,2409343424,1527173176,
406830169," ""inflammation""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",2767906249,2409343424,3110156226,
1427519204," ""vitamin E""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",3122800239,2409343424,1842999223,
1042929250," ""alcohol""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",3483277940,2409343424,2194536476,
347757419," ""rotenone""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",3135958187,2409343424,914291673,
1431174026," ""microglia""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",1203714851,2409343424,651322045,
2414406877," ""free radicals""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",1981697956,2409343424,1628258202,
2414406877," ""free radicals""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",4142639763,2409343424,1628258202,
3643345167," ""Cd""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",2992222379,2409343424,2834703111,
2846012872," ""air pollution""",3297091807," ""oxidative stress""",2888778575," ""neurotoxicity""",4106579973,2409343424,3748797762,
3396916608," ""NMDA""",1588587528," ""glutamate""",2888778575," ""neurotoxicity""",2944201207,2978701752,899066313,
2151100849," ""astrocytes""",1588587528," ""glutamate""",2888778575," ""neurotoxicity""",2339636254,2978701752,1006328311,
3396916608," ""NMDA""",1588587528," ""glutamate""",2888778575," ""neurotoxicity""",2944201207,2978701752,274790723,
226514923," ""NMDA receptor""",1588587528," ""glutamate""",2888778575," ""neurotoxicity""",29843025,2978701752,82451514,
3255635864," ""receptor""",1588587528," ""glutamate""",2888778575," ""neurotoxicity""",3298502307,2978701752,4123069979,
2151100849," ""astrocytes""",667535708," ""Abeta""",2888778575," ""neurotoxicity""",2074969922,123869146,1006328311,
2151100849," ""astrocytes""",667535708," ""Abeta""",2888778575," ""neurotoxicity""",3283358826,123869146,1006328311,
4020640834," ""NMDAR""",667535708," ""Abeta""",2888778575," ""neurotoxicity""",3083379389,123869146,3924784717,
2813379296," ""Pb""",667535708," ""Abeta""",2888778575," ""neurotoxicity""",3489951116,123869146,4047310540,
3475798116," ""autophagy""",667535708," ""Abeta""",2888778575," ""neurotoxicity""",3325327087,123869146,616621828,
278756526," ""amyloid""",667535708," ""Abeta""",2888778575," ""neurotoxicity""",4166584829,123869146,2012053068,
1431174026," ""microglia""",667535708," ""Abeta""",2888778575," ""neurotoxicity""",24385880,123869146,651322045,
1431174026," ""microglia""",667535708," ""Abeta""",2888778575," ""neurotoxicity""",1699074865,123869146,651322045,
3666207389," ""drugs""",3508661163," ""GABA A receptors""",2814791383," ""BDNF""",952027826,3437053521,3350562764,
3666207389," ""drugs""",3508661163," ""GABA A receptors""",2814791383," ""BDNF""",1442611441,3437053521,3350562764,
314046995," ""diabetes""",1866884164," ""stroke""",2814791383," ""BDNF""",3904849487,3302211338,244238454,
314046995," ""diabetes""",1866884164," ""stroke""",2814791383," ""BDNF""",3904849487,3302211338,2999797055,
2562590534," ""pretreatment""",1431174026," ""microglia""",2814791383," ""BDNF""",2326617221,1286915835,2335243155,
2151100849," ""astrocytes""",1431174026," ""microglia""",2814791383," ""BDNF""",2504668119,1286915835,2668904023,
3222142027," ""IL-1beta""",3297091807," ""oxidative stress""",2814791383," ""BDNF""",3215647339,1583605504,3033244631,
314046995," ""diabetes""",3297091807," ""oxidative stress""",2814791383," ""BDNF""",3670138690,1583605504,244238454,
3666207389," ""drugs""",3297091807," ""oxidative stress""",2814791383," ""BDNF""",3624373583,1583605504,3350562764,
3666207389," ""drugs""",3297091807," ""oxidative stress""",2814791383," ""BDNF""",3750280316,1583605504,3350562764,
1853498603," ""EPO""",3297091807," ""oxidative stress""",2814791383," ""BDNF""",117913350,1583605504,3335634856,
3232847471," ""aerobic exercise""",3297091807," ""oxidative stress""",2814791383," ""BDNF""",5934281,1583605504,3595282911,
1766416854," ""zinc""",3297091807," ""oxidative stress""",2814791383," ""BDNF""",1939158201,1583605504,2001719275,
2562590534," ""pretreatment""",3297091807," ""oxidative stress""",2814791383," ""BDNF""",2100723655,1583605504,2335243155,
3506194678," ""neurons""",3297091807," ""oxidative stress""",2814791383," ""BDNF""",2131537957,1583605504,1526438513,
314046995," ""diabetes""",3297091807," ""oxidative stress""",2814791383," ""BDNF""",3670138690,1583605504,2999797055,
3666207389," ""drugs""",1386481107," ""endothelial cells""",2814791383," ""BDNF""",398725357,1865442100,3350562764,
1853498603," ""EPO""",1386481107," ""endothelial cells""",2814791383," ""BDNF""",3785288288,1865442100,3335634856,
3756075650," ""transduction""",1386481107," ""endothelial cells""",2814791383," ""BDNF""",1953159968,1865442100,4041716299,
3666207389," ""drugs""",667535708," ""Abeta""",2814791383," ""BDNF""",1477594006,2119418100,3350562764,
3666207389," ""drugs""",667535708," ""Abeta""",2814791383," ""BDNF""",675940170,2119418100,3350562764,
3506194678," ""neurons""",667535708," ""Abeta""",2814791383," ""BDNF""",2207408139,2119418100,1526438513,
3506194678," ""neurons""",667535708," ""Abeta""",2814791383," ""BDNF""",3464343801,2119418100,1526438513,
2151100849," ""astrocytes""",667535708," ""Abeta""",2814791383," ""BDNF""",2074969922,2119418100,2668904023,
2151100849," ""astrocytes""",667535708," ""Abeta""",2814791383," ""BDNF""",3283358826,2119418100,2668904023,
314046995," ""diabetes""",1064610111," ""medications""",2814791383," ""BDNF""",1508182075,1986136772,244238454,
314046995," ""diabetes""",1064610111," ""medications""",2814791383," ""BDNF""",1508182075,1986136772,2999797055,
3666207389," ""drugs""",3028660516," ""molecules""",2814791383," ""BDNF""",1453173302,2792005023,3350562764,
3666207389," ""drugs""",3028660516," ""molecules""",2814791383," ""BDNF""",3917398221,2792005023,3350562764,
2669644559," ""T-cell""",3028660516," ""molecules""",2814791383," ""BDNF""",423028775,2792005023,4233466731,
650771524," ""transcription""",3028660516," ""molecules""",2814791383," ""BDNF""",3242918011,2792005023,2014039922,
3756075650," ""transduction""",3028660516," ""molecules""",2814791383," ""BDNF""",4223576539,2792005023,4041716299,
3506194678," ""neurons""",3028660516," ""molecules""",2814791383," ""BDNF""",2483480126,2792005023,1526438513,
2151100849," ""astrocytes""",3028660516," ""molecules""",2814791383," ""BDNF""",2749282609,2792005023,2668904023,
2151100849," ""astrocytes""",3028660516," ""molecules""",2814791383," ""BDNF""",3443916965,2792005023,2668904023,
2810633799," ""methylation""",4054081890," ""MeCP2""",2814791383," ""BDNF""",368294251,2616315342,3239616421,
2810633799," ""methylation""",4054081890," ""MeCP2""",2814791383," ""BDNF""",368294251,3903201126,3239616421,
3506194678," ""neurons""",1418284774," ""REST""",2814791383," ""BDNF""",1338442332,2589923832,1526438513,
650771524," ""transcription""",4236757673," ""stress""",2814791383," ""BDNF""",1905258579,3733439209,2014039922,
1337848183," ""NGF""",863695284," ""cascade""",2814791383," ""BDNF""",374220087,3540463065,2287953637,
3666207389," ""drugs""",863695284," ""cascade""",2814791383," ""BDNF""",3409492147,3540463065,3350562764,
1853498603," ""EPO""",863695284," ""cascade""",2814791383," ""BDNF""",2322140401,3540463065,3335634856,
650771524," ""transcription""",863695284," ""cascade""",2814791383," ""BDNF""",3462890086,3540463065,2014039922,
3089039843," ""TrkB""",863695284," ""cascade""",2814791383," ""BDNF""",3067026289,3540463065,1956756137,
650771524," ""transcription""",4236757673," ""stress""",2814791383," ""BDNF""",1905258579,4278213812,2014039922,
3222142027," ""IL-1beta""",3014038098," ""the hippocampus""",2814791383," ""BDNF""",790729673,3948479470,3033244631,
3506194678," ""neurons""",3014038098," ""the hippocampus""",2814791383," ""BDNF""",2573066535,3948479470,1526438513,
2151100849," ""astrocytes""",3014038098," ""the hippocampus""",2814791383," ""BDNF""",1245102516,3948479470,2668904023,
3795694568," ""seizures""",3014038098," ""the hippocampus""",2814791383," ""BDNF""",4141022310,3948479470,410964716,
846354822," ""caspase-9""",1929394823," ""caspase""",2414038517," ""effector caspases""",2906275414,3555691071,724741787,
431120068," ""tumor""",1918573843," ""RA""",3899625183," ""Wnt""",4139023984,94075073,497146762,
431120068," ""tumor""",1918573843," ""RA""",3899625183," ""Wnt""",4139023984,94075073,3412431435,
431120068," ""tumor""",4086928548," ""mutations""",3899625183," ""Wnt""",3522316167,2971132143,497146762,
431120068," ""tumor""",4086928548," ""mutations""",3899625183," ""Wnt""",3522316167,2971132143,3412431435,
1491219596," ""miRNA""",3028660516," ""molecules""",3899625183," ""Wnt""",3494748525,945665302,1078666189,
3923798738," ""paracrine""",3028660516," ""molecules""",3899625183," ""Wnt""",3704814953,945665302,3798061774,
431120068," ""tumor""",3255635864," ""receptor""",3899625183," ""Wnt""",2711804291,3735348291,497146762,
431120068," ""tumor""",3255635864," ""receptor""",3899625183," ""Wnt""",2711804291,3735348291,3412431435,
4021099970," ""machinery""",761929756," ""insulin""",3899625183," ""Wnt""",4255164291,1481304310,3971752080,
1102458510," ""GLP-1""",761929756," ""insulin""",3899625183," ""Wnt""",339383265,1481304310,1621268471,
4021099970," ""machinery""",4270400877," ""beta-catenin""",3899625183," ""Wnt""",381420889,219479027,3971752080,
2596141202," ""GSK3beta""",4270400877," ""beta-catenin""",3899625183," ""Wnt""",3841135878,219479027,618386940,
2596141202," ""GSK3beta""",4270400877," ""beta-catenin""",3899625183," ""Wnt""",834676434,219479027,618386940,
431120068," ""tumor""",650771524," ""transcription""",3899625183," ""Wnt""",2859666849,1186016224,497146762,
431120068," ""tumor""",650771524," ""transcription""",3899625183," ""Wnt""",2629790045,1186016224,497146762,
4270400877," ""beta-catenin""",650771524," ""transcription""",3899625183," ""Wnt""",3000804463,1186016224,2348550261,
1491219596," ""miRNA""",650771524," ""transcription""",3899625183," ""Wnt""",2090084732,1186016224,1078666189,
971839997," ""mitogen""",650771524," ""transcription""",3899625183," ""Wnt""",3288861383,1186016224,2698565051,
3371374551," ""the nucleus""",650771524," ""transcription""",3899625183," ""Wnt""",3842280417,1186016224,1021102441,
3371374551," ""the nucleus""",650771524," ""transcription""",3899625183," ""Wnt""",1637276362,1186016224,1021102441,
431120068," ""tumor""",650771524," ""transcription""",3899625183," ""Wnt""",2859666849,1186016224,3412431435,
431120068," ""tumor""",650771524," ""transcription""",3899625183," ""Wnt""",2629790045,1186016224,3412431435,
431120068," ""tumor""",1918573843," ""RA""",3899625183," ""Wnt""",4139023984,639322519,497146762,
431120068," ""tumor""",1918573843," ""RA""",3899625183," ""Wnt""",4139023984,639322519,3412431435,
431120068," ""tumor""",2828723697," ""intensity""",3899625183," ""Wnt""",855382355,1520951635,497146762,
431120068," ""tumor""",2828723697," ""intensity""",3899625183," ""Wnt""",855382355,1520951635,3412431435,
1491219596," ""miRNA""",2143625214," ""network""",3899625183," ""Wnt""",4023972169,3393860915,1078666189,
1491219596," ""miRNA""",2143625214," ""network""",3899625183," ""Wnt""",1404909690,3393860915,1078666189,
431120068," ""tumor""",1604587087," ""ligand""",3899625183," ""Wnt""",1964936455,2635358061,497146762,
431120068," ""tumor""",1604587087," ""ligand""",3899625183," ""Wnt""",1964936455,2635358061,3412431435,
431120068," ""tumor""",3829589007," ""events""",3899625183," ""Wnt""",1979827707,2559810497,497146762,
3923798738," ""paracrine""",3829589007," ""events""",3899625183," ""Wnt""",4236953404,2559810497,3798061774,
431120068," ""tumor""",3829589007," ""events""",3899625183," ""Wnt""",1979827707,2559810497,3412431435,
1491219596," ""miRNA""",3028660516," ""molecules""",3899625183," ""Wnt""",3494748525,4175071888,1078666189,
3923798738," ""paracrine""",3028660516," ""molecules""",3899625183," ""Wnt""",3704814953,4175071888,3798061774,
3524185515," ""CHIR99021""",4078883302," ""GSK3""",3899625183," ""Wnt""",3734575737,2997880059,3442294699,
431120068," ""tumor""",3317824170," ""experiments""",3899625183," ""Wnt""",228280824,2430557533,497146762,
1491219596," ""miRNA""",3317824170," ""experiments""",3899625183," ""Wnt""",4028220141,2430557533,1078666189,
431120068," ""tumor""",3317824170," ""experiments""",3899625183," ""Wnt""",228280824,2430557533,3412431435,
431120068," ""tumor""",863695284," ""cascade""",3899625183," ""Wnt""",804683320,3597744720,497146762,
971839997," ""mitogen""",863695284," ""cascade""",3899625183," ""Wnt""",596561273,3597744720,2698565051,
3923798738," ""paracrine""",863695284," ""cascade""",3899625183," ""Wnt""",2295730237,3597744720,3798061774,
431120068," ""tumor""",863695284," ""cascade""",3899625183," ""Wnt""",804683320,3597744720,3412431435,
3723265847," ""toxins""",3285858077," ""enzymes""",1028671925," ""acetylcholine""",3506110697,2160891646,2695845049,
